Model,GDT_TS,GDT_HA,Z_GDT_TS,Z_GDT_HA,LLG_Original_deltaLLG,LLG_B_from_rms_deltaLLG,LLG_const_B_deltaLLG,Z_LLG_Original_deltaLLG,Z_LLG_B_from_rms_deltaLLG,Z_LLG_const_B_deltaLLG
R1067v1TS394_2,57.92,40.16,0.0,0.0,4.163878016327911,40.0746289369283,7.837597033808222,-0.09590739663874945,0.04496072043229675,-0.0682788290434311
R1067v1TS394_3,57.92,39.26,0.0,0.0,3.251058532501161,11.408916677545886,3.6980913413925256,-0.10289919943316048,-0.08345777424425915,-0.10150860735900104
R1067v1TS394_4,50.91,33.03,0.0,0.0,9.180438344571858,21.604390606023326,9.563377844728919,-0.05748271230323775,-0.03778343681416061,-0.05442516678775899
R1067v1TS394_5,51.36,33.03,0.0,0.0,4.206652055110141,11.701486332961604,4.568954979985237,-0.0955797659853895,-0.08214710195408335,-0.09451777130180054
R1067v1TS403_1,59.28,41.85,0.11645426804760067,0.05001673880287113,9.736547956106193,15.787981983355383,10.007584031233666,-0.053223152987496226,-0.06384015687707417,-0.05085931274605493
R1067v1TS403_2,60.07,42.42,0.2697652795087434,0.15655463535607134,11.694226372180687,17.125706936117453,12.052635297738401,-0.03822818228125558,-0.05784733091236281,-0.03444271490094595
R1067v1TS403_3,60.07,42.2,0.2697652795087434,0.1154347454583452,18.935826090784218,21.648617554217008,19.353473401059837,0.017239342290281852,-0.037585306097582594,0.02416458020091437
R1067v1TS403_4,59.73,42.65,0.20378332520901035,0.1995436111582393,18.395091195104584,20.86393570926269,18.90443809603933,0.013097546654195283,-0.041100574108970465,0.020559960531219418
R1067v1TS403_5,62.67,46.27,0.7743331653302264,0.8761527085662835,9.956586114925273,24.063774782896168,10.265986949560851,-0.051537755774830794,-0.02676572998142778,-0.04878498978816143
R1067v1TS423_1,50.57,33.15,0.0,0.0,6.181236964324314,6.324713983152134,6.675818067188472,-0.08045529884740954,-0.1062343112699818,-0.07760498061346001
R1067v1TS434_1,59.62,42.08,0.18243622234733234,0.09300571460503904,4.31294304297026,4.25188699026442,4.8448346344365065,-0.09476562294932549,-0.11552029445933888,-0.09230315428219164
R1067v1TS470_1,59.84,41.85,0.22513042807068973,0.05001673880287113,19.842780864238566,27.200612885616668,20.6615949069372,0.02418622393752558,-0.01271312164047917,0.034665492841227045
R1067v1TS473_1,59.28,41.85,0.11645426804760067,0.05001673880287113,9.736547956106193,15.787981983355383,10.007584031233666,-0.053223152987496226,-0.06384015687707417,-0.05085931274605493
R1067v1TS473_2,60.07,42.42,0.2697652795087434,0.15655463535607134,11.694226372180687,17.125706936117453,12.052635297738401,-0.03822818228125558,-0.05784733091236281,-0.03444271490094595
R1067v1TS473_3,60.07,42.2,0.2697652795087434,0.1154347454583452,18.935826090784218,21.648617554217008,19.353473401059837,0.017239342290281852,-0.037585306097582594,0.02416458020091437
R1067v1TS473_4,59.73,42.65,0.20378332520901035,0.1995436111582393,18.395091195104584,20.86393570926269,18.90443809603933,0.013097546654195283,-0.041100574108970465,0.020559960531219418
R1067v1TS473_5,62.67,46.27,0.7743331653302264,0.8761527085662835,9.956586114925273,24.063774782896168,10.265986949560851,-0.051537755774830794,-0.02676572998142778,-0.04878498978816143
R1067v2TS003_1,69.68,54.08,0.0,0.0,18.31187259138224,18.187003894761098,18.651256052688794,0.012460128110483193,-0.05309286478919102,0.018527548016499192
R1067v2TS013_1,87.78,76.02,0.4716061810699256,0.5790615804388267,666.9713089902156,1226.9393029217404,639.1483974975989,4.9809111092633325,5.361953141160465,4.999552817153539
R1067v2TS013_2,86.99,75.34,0.3327865016144532,0.4891735804315831,517.9377585614797,1137.6612482480352,489.90902364242254,3.839378514034016,4.961999590901272,3.801537479658512
R1067v2TS013_3,87.78,74.89,0.4716061810699256,0.4296888745444356,604.0876271577084,1235.0681526842247,571.1329480318371,4.499249280008573,5.398369283222606,4.453560499297307
R1067v2TS013_4,86.88,73.53,0.3134571791586282,0.2499128745299465,518.812204614734,980.5103542219089,504.08354302905246,3.8460763929323436,4.257984945623978,3.9153230791832203
R1067v2TS013_5,87.1,75.23,0.3521158240702782,0.4746328745480583,628.4419048198337,1291.8416603797318,606.4814101945075,4.685792522819359,5.652706881039614,4.737319394378418
R1067v2TS018_1,84.84,72.85,0.0,0.16002487452270106,234.8697037117321,552.7615362174486,220.15710717392977,1.6711995345386579,2.3417283806111984,1.6361107233017314
R1067v2TS018_2,85.86,73.98,0.13422164365915965,0.30939758041709403,267.0201162013704,599.2159752777964,251.43451987544432,1.917457801226998,2.5498379535111737,1.8871893707499463
R1067v2TS018_3,83.71,72.17,0.0,0.07013687451545747,242.55892347164027,585.5570796743207,226.8341969846868,1.7300956351989834,2.488647957725583,1.6897108946002337
R1067v2TS018_4,84.39,73.08,0.0,0.19042816864279904,305.76978144129083,610.2226531211791,290.9055289940431,2.2142634922834232,2.599146374221159,2.2040419083140286
R1067v2TS018_5,86.2,73.3,0.19396682215898334,0.21950958040984855,251.13002823511616,530.4426857323717,237.6001360630242,1.795746593902484,2.2417429640176656,1.7761342010320966
R1067v2TS070_1,86.31,74.55,0.21329614461480834,0.3847448745408129,718.5568490460513,564.6240771080714,676.4770774512571,5.376034054713136,2.3948709514438584,5.299207860978118
R1067v2TS070_2,83.37,72.29,0.0,0.08599946275203063,648.5252919197313,611.2092610828633,592.145518181539,4.839622589480111,2.6035662437896865,4.622238380135655
R1067v2TS070_3,85.63,73.42,0.09380578761516098,0.2353721686464217,667.798532183065,650.1418880917056,612.0216793399585,4.987247281457115,2.7779791210641007,4.78179376624587
R1067v2TS070_4,83.37,71.72,0.0,0.010652168628309951,716.1012191538259,606.665871781895,666.3757465474325,5.357224990876634,2.583212477259118,5.21811968002905
R1067v2TS070_5,83.37,72.63,0.0,0.1309434627556515,690.4331842131373,631.431189681339,634.0333639136142,5.160618935018816,2.694157735345005,4.958492013110215
R1067v2TS071_1,88.91,75.79,0.6701710390252191,0.5486582863187306,617.9562274244613,1112.4861869155004,588.2297947947653,4.605476765089354,4.849218737927492,4.590805008676356
R1067v2TS071_2,85.63,69.57,0.09380578761516098,0.0,259.17971198487925,519.6290381341325,250.7361745760707,1.8574036929597613,2.19329929256924,1.8815834213419234
R1067v2TS071_3,86.09,71.15,0.1746374997031583,0.0,351.8007824857718,617.247062322401,337.82910136309414,2.5668410691588783,2.6306147726844773,2.5807197108002065
R1067v2TS071_4,86.42,71.27,0.23262546707063336,0.0,324.56044276070446,583.2647730980327,310.8636097776678,2.358191838084205,2.478378735834272,2.3642549021647654
R1067v2TS071_5,89.03,75.9,0.6912575726133928,0.5631989922022554,646.2803145916707,1104.5185236558766,614.8617800205892,4.822427033256968,4.813524689489687,4.804592603359241
R1067v2TS081_1,85.63,70.59,0.09380578761516098,0.0,269.4605578339192,143.3013266739956,267.71398984354784,1.936150529557598,0.5074022957148786,2.0178724083711286
R1067v2TS081_2,86.2,71.38,0.19396682215898334,0.0,255.18830159484187,40.282160689975385,256.43519350737813,1.8268312141584637,0.045890434478218306,1.927332153141122
R1067v2TS081_3,85.18,70.47,0.014731286659514788,0.0,216.3925866649819,26.64933172422864,207.32022197714724,1.5296728023763029,-0.015182786313326166,1.5330629487490715
R1067v2TS081_4,85.41,70.47,0.05514714270351096,0.0,279.8051073473629,75.61751270940407,263.7566598111869,2.01538530869685,0.20418800874191093,1.9861050406059788
R1067v2TS081_5,85.86,71.05,0.13422164365915965,0.0,246.43503435890435,0.0,235.66179229019218,1.7597849696327823,-0.13456817025896683,1.760574194921081
R1067v2TS100_1,87.67,73.98,0.4522768586141006,0.30939758041709403,531.4719069307697,531.4108508780639,532.003798522236,3.9430442421051057,2.2460802122772967,4.1394522311861826
R1067v2TS100_2,86.77,72.63,0.2941278567028032,0.1309434627556515,392.2551724891759,392.19411643647004,392.7870640806421,2.8767042152501805,1.6224081643265689,3.021893380672305
R1067v2TS100_3,87.56,73.87,0.4329475361582755,0.29485687453356924,539.4283359833292,539.3672799306235,539.9602275747956,4.003987050479447,2.281723932994409,4.2033222662206855
R1067v2TS100_4,89.14,74.09,0.7105868950692178,0.3239382863006188,555.0229148556767,554.9618588029709,555.554806447143,4.123434785841368,2.3515855267263497,4.328507357716566
R1067v2TS100_5,89.14,74.66,0.7105868950692178,0.3992855804243377,557.1040855163823,557.0430294636765,557.6359771078486,4.139375653777453,2.3609088884134586,4.345213903094392
R1067v2TS131_1,42.42,28.5,0.0,0.0,0.924240376772473,1.9793874767867523,1.4234167328239238,-0.12072162103081112,-0.12570078340143695,-0.11976850083403093
R1067v2TS131_2,67.87,50.0,0.0,0.0,27.302866963838277,38.580776538933826,27.602939328272285,0.0813272597741663,0.03826846473379674,0.09038696141067278
R1067v2TS131_3,70.02,54.75,0.0,0.0,64.14754180437869,167.99101227255707,62.804069892684154,0.36354154756444557,0.6180087313727595,0.3729631557751311
R1067v2TS131_4,42.42,28.17,0.0,0.0,0.7344542142031125,0.0,1.2520678955687137,-0.12217530102483376,-0.13456817025896683,-0.12114399933547121
R1067v2TS131_5,42.99,28.5,0.0,0.0,1.6370556797641322,3.928437567244358,0.42402841316545814,-0.11526176383488175,-0.11696930391120211,-0.12779106555094055
R1067v2TS149_1,89.82,77.49,0.8300772520688626,0.7733782863368406,897.9568220020387,1369.1259205328618,870.2944302492605,6.750160324424756,5.998929862043963,6.855071808450979
R1067v2TS149_2,89.71,78.4,0.8107479296130377,0.8936695804641841,879.6765500689011,1098.6574161940673,867.9226595693316,6.610141340771068,4.787267724702889,6.836032478693852
R1067v2TS149_3,89.03,77.15,0.6912575726133928,0.7284342863332197,783.8995921206237,1069.5220815844525,769.6221876561456,5.876531230461401,4.656745385728392,6.046927901310159
R1067v2TS149_4,88.91,75.45,0.6701710390252191,0.5037142863151078,619.3504276806065,843.8396918715889,608.4901288691534,4.616155736583278,3.6457189545798725,4.753444333251948
R1067v2TS149_5,89.71,77.94,0.8107479296130377,0.8328629922239881,880.4040008572351,1333.5119534335402,855.7609268205259,6.615713299460367,5.839384130091729,6.738404473515248
R1067v2TS192_1,72.51,55.09,0.0,0.0,89.36800403939685,18.79243771027653,69.45131250237941,0.556719389903979,-0.05038060358628552,0.4263237294143187
R1067v2TS192_2,79.3,61.88,0.0,0.0,137.981741756042,75.60357520127694,120.38861999739932,0.9290796136243091,0.2041255705998884,0.835221690142513
R1067v2TS192_3,67.31,46.95,0.0,0.0,23.67003102634899,0.0,19.945692877291393,0.05350130633056596,-0.13456817025896683,0.028918607220467334
R1067v2TS192_4,74.43,56.11,0.0,0.0,78.6904758438699,6.09852122200503,60.316383420124865,0.47493413794822936,-0.107247624095786,0.3529933148945533
R1067v2TS192_5,73.19,53.96,0.0,0.0,80.71737704008537,69.86088940169543,62.540542767178366,0.4904593252374876,0.17839911876399114,0.3708476983723931
R1067v2TS193_1,86.2,74.66,0.19396682215898334,0.3992855804243377,744.9862760334448,626.3254993881429,703.6704793134255,5.578472044632524,2.6712849367972438,5.517502213654496
R1067v2TS193_2,84.73,73.87,0.0,0.29485687453356924,789.1790812183984,568.9149680144121,747.8955674208036,5.9169698355535445,2.4140935594860933,5.8725180012851945
R1067v2TS193_3,69.68,52.49,0.0,0.0,35.167986457899495,88.02890532805871,34.6240716653909,0.1415706763875119,0.25978936071619063,0.14674892547662327
R1067v2TS193_4,70.7,54.98,0.0,0.0,49.09681930023491,105.65786385780778,47.22735412088408,0.24825951696928117,0.33876469880027493,0.24792145987170175
R1067v2TS193_5,73.08,56.67,0.0,0.0,59.497309661144214,133.03565015641038,57.64472006903709,0.32792277882670706,0.4614134602275177,0.33154660422735033
R1067v2TS220_1,89.25,77.04,0.7299162175250428,0.7138935804496949,1092.7343326678688,590.882888958645,901.2269840812795,8.242071887982322,2.5125068594350113,7.103382109957675
R1067v2TS220_2,89.25,77.15,0.7299162175250428,0.7284342863332197,1104.492877008082,594.5210678367887,909.8009116127567,8.33213725647276,2.5288054063075847,7.172209098572947
R1067v2TS220_3,89.25,77.15,0.7299162175250428,0.7284342863332197,1137.7403670912986,597.0869746646142,933.3448491677107,8.586798663453758,2.54030032013802,7.361207467885534
R1067v2TS220_4,89.25,77.15,0.7299162175250428,0.7284342863332197,1120.3282802460612,595.093764159153,920.9363915554194,8.453429602409301,2.5313710079908556,7.261598885041924
R1067v2TS220_5,89.37,77.38,0.7510027511132165,0.7588375804533157,1157.4566888182687,605.0157179253449,947.989776129717,8.737817167975841,2.575820012270793,7.478769252445176
R1067v2TS233_1,89.03,77.83,0.6912575726133928,0.8183222863404632,952.0299650673347,951.9689090146289,952.561856658801,7.164337233972712,4.130123150450455,7.515471514432822
R1067v2TS233_2,81.67,66.29,0.0,0.0,320.41128799330323,320.3502319405974,320.94317958476944,2.3264111055175176,1.3005573268105193,2.4451683964546684
R1067v2TS233_3,89.25,77.72,0.7299162175250428,0.8037815804569385,866.6854685752419,866.6244125225361,867.2173601667082,6.510635270294785,3.747791406195401,6.830370705396083
R1067v2TS233_4,84.05,69.57,0.0,0.0,365.3278618221243,365.26680576941845,365.8597534135905,2.670452651492369,1.5017774724999975,2.8057350684032785
R1067v2TS233_5,85.29,71.27,0.0340606091153398,0.0,386.8944623635702,386.83340631086435,387.4263539550364,2.8356434921824514,1.5983929115919249,2.978860414341498
R1067v2TS236_1,89.25,78.06,0.7299162175250428,0.8487255804605612,291.7164373309874,366.51705331722155,285.9820704857328,2.1066209491933936,1.5073784115804272,2.1645189683947015
R1067v2TS236_2,89.25,78.06,0.7299162175250428,0.8487255804605612,331.5019219819746,394.6395957794605,326.17725104737366,2.411360569335601,1.6333635793934544,2.4871847740885618
R1067v2TS236_3,89.82,78.73,0.8300772520688626,0.9372916981147584,359.86611035154186,440.85077258113705,352.0729975526181,2.628617995384563,1.8403833704388048,2.695062230873335
R1067v2TS236_4,88.91,77.26,0.6701710390252191,0.7429749922167445,250.6880201748949,326.64918388849145,245.60178068270656,1.7923610031637198,1.3287757753831257,1.8403672028997307
R1067v2TS236_5,89.03,77.49,0.6912575726133928,0.7733782863368406,264.5260033070676,314.44906119234776,260.3755465990751,1.898353974224032,1.2741208839458735,1.9589632389401006
R1067v2TS253_1,89.93,78.17,0.8494065745246901,0.863266286344086,1076.1755567432933,248.58842049040803,1013.088712392614,8.115238819853545,0.9790741653837574,8.00134933357875
R1067v2TS253_2,89.48,78.28,0.7703320735690414,0.8778069922276108,986.9546902809097,178.88426946408546,947.1335680619366,7.431845537277791,0.6668090429785797,7.471896063615777
R1067v2TS253_3,89.71,78.62,0.8107479296130377,0.9227509922312336,996.1160876273218,225.72609913731975,934.4170367639953,7.50201788208667,0.8766540731701292,7.369814426973069
R1067v2TS253_4,89.48,77.03,0.7703320735690414,0.7125716980966466,869.5665948842228,166.15973409114773,844.3860249260385,6.532703452816191,0.6098048540274952,6.647092733321798
R1067v2TS253_5,89.59,79.08,0.7896613960248665,0.9835575804714276,1197.4109125113766,265.9283485387725,1129.978398936894,9.043849256264412,1.0567546861962807,8.939678366042566
R1067v2TS291_1,61.31,41.74,0.0,0.0,9.874534516261889,0.0,8.180187471682828,-0.05216623556408278,-0.13456817025896683,-0.06552869287995994
R1067v2TS291_2,59.95,40.16,0.0,0.0,15.055374938901341,0.0,13.343588082242448,-0.01248323669496215,-0.13456817025896683,-0.024079623741647866
R1067v2TS291_3,59.16,42.99,0.0,0.0,15.45758790923847,0.0,13.818256660509025,-0.009402459148275555,-0.13456817025896683,-0.020269233612685303
R1067v2TS291_4,86.42,70.03,0.23262546707063336,0.0,136.6426479083615,0.0,112.77864287562153,0.9188227334063929,-0.13456817025896683,0.7741327893091232
R1067v2TS291_5,83.94,69.46,0.0,0.0,544.7903461905092,0.0,395.58245113235057,4.045057731610238,-0.13456817025896683,3.0443332802488845
R1067v2TS294_1,88.58,76.7,0.6121830716577441,0.6689495804460721,332.1674335764414,331.95288370700405,332.5771846411506,2.4164581005653236,1.3525356296908375,2.5385600807937134
R1067v2TS294_2,89.59,78.62,0.7896613960248665,0.9227509922312336,393.9514836722388,394.0642444706256,394.42641759357394,2.889697225894748,1.6307860837316617,3.035053249957033
R1067v2TS294_3,88.69,77.15,0.6315123941135691,0.7284342863332197,318.29394111703135,318.3179878303647,319.10870651553597,2.310193143402825,1.2914531494194288,2.4304422098164427
R1067v2TS294_4,89.37,78.06,0.7510027511132165,0.8487255804605612,357.7987266252689,357.59322818862097,358.17514253494187,2.612782729408559,1.4674008879311893,2.744047046955024
R1067v2TS294_5,89.59,78.39,0.7896613960248665,0.8923476981111356,408.1677491647875,408.13242004104654,408.7437877086548,2.9985876763704487,1.6938095981398076,3.149985580128189
R1067v2TS304_1,53.73,34.62,0.0,0.0,8.509304093409273,15.92050154518186,6.127670115346359,-0.06262331065356189,-0.06324648725215903,-0.08200522457428362
R1067v2TS304_2,53.05,34.16,0.0,0.0,2.8582667364256915,15.384614538446144,3.687555443567205,-0.1059078148561234,-0.06564718820453819,-0.10159318401503327
R1067v2TS323_1,85.52,72.28,0.07447646515933598,0.08467758039898225,427.6319643422771,1189.1843444652197,405.7754105543707,3.14767515366494,5.192816058931665,3.126157006833898
R1067v2TS323_2,86.31,73.19,0.21329614461480834,0.20496887452632376,505.76721573263916,1327.3526264611512,479.84390892381526,3.7461574151553503,5.81179118243155,3.7207400232296224
R1067v2TS323_3,85.07,71.38,0.0,0.0,353.6282273993143,1063.5256898275122,336.4250624189288,2.580838507512817,4.6298823656872585,2.5694488233252786
R1067v2TS323_4,88.01,75.45,0.5120220371139242,0.5037142863151078,651.5680167180775,1551.902114752834,617.1004253771233,4.862928546599381,6.817742369197216,4.822563272915537
R1067v2TS323_5,89.59,79.08,0.7896613960248665,0.9835575804714276,1259.2088053740604,2533.288935252743,1189.4224059571704,9.517194411206386,11.214221934876248,9.416863644249112
R1067v2TS335_1,86.65,74.55,0.27304132311463203,0.3847448745408129,500.8625376457289,1025.2053347689443,483.0180024380669,3.708589700441392,4.45821238353003,3.7462199794535547
R1067v2TS335_2,86.54,74.66,0.253712000658807,0.3992855804243377,506.02603449072336,1183.7896576312135,483.465734510987,3.7481398550003378,5.168648595161503,3.7498141374601888
R1067v2TS335_3,86.54,73.42,0.253712000658807,0.2353721686464217,484.5276187217619,1036.863347829066,465.8100732527808,3.583471280203172,4.51043869748148,3.608083758709916
R1067v2TS335_4,83.82,71.04,0.0,0.0,466.50664201308376,963.699009775178,449.6205460344707,3.445438385921014,4.182672407501656,3.478122734261032
R1067v2TS335_5,87.67,74.78,0.4522768586141006,0.4151481686609108,557.5266976255019,1248.514538390032,522.8067454606634,4.1426126799122445,5.458607263551001,4.0656231179776805
R1067v2TS340_1,84.16,68.33,0.0,0.0,511.66403227616814,0.0,347.59258815602414,3.7913244817196308,-0.13456817025896683,2.659095856606815
R1067v2TS341_1,89.03,78.51,0.6912575726133928,0.9082102863477088,440.95710488423487,0.0,988.3605851158418,3.249739972096075,-0.13456817025896683,7.802844910919818
R1067v2TS349_1,87.9,75.0,0.4926927146580992,0.4442295804279604,246.84579397931648,273.23880956477774,246.6116353909518,1.7629312108258262,1.0895045579544451,1.848473786289
R1067v2TS349_2,87.22,74.89,0.3732023576584519,0.4296888745444356,250.38079428595066,276.7862512550357,250.77988402040393,1.7900077856142536,1.1053966145582954,1.881934297812066
R1067v2TS349_3,89.37,77.83,0.7510027511132165,0.8183222863404632,368.7037547753657,403.7159775716366,368.414591823347,2.696310532708,1.6740245361599992,2.826243969778594
R1067v2TS349_4,84.39,72.4,0.0,0.10054016863555544,204.39154407712465,227.6009245501202,204.03888545959376,1.4377500020983545,0.8850530361930831,1.5067221020009045
R1067v2TS349_5,89.48,77.15,0.7703320735690414,0.7284342863332197,384.9192996282813,418.35655404051187,384.54365909433454,2.8205145991464318,1.7396123287924532,2.9557196535139285
R1067v2TS360_1,89.14,75.45,0.7105868950692178,0.5037142863151078,215.08268662672475,302.2328597379467,212.06748992678223,1.5196395341232078,1.219393961857054,1.5711715233694683
R1067v2TS360_2,87.67,73.19,0.4522768586141006,0.20496887452632376,262.19339829941725,353.7215185885301,258.91808264165485,1.8804872278413023,1.4500561551658033,1.9472634835087352
R1067v2TS360_3,87.1,73.98,0.3521158240702782,0.30939758041709403,188.78468375607315,289.0686241158194,185.6836065924497,1.3182081961464764,1.1604199755536868,1.3593755604094333
R1067v2TS360_4,87.67,72.97,0.4522768586141006,0.17588746275927422,169.01709873788914,236.37017931638653,167.09091133646038,1.16679703696582,0.9243381056282772,1.2101231647000978
R1067v2TS360_5,87.9,73.64,0.4926927146580992,0.2644535804134713,188.4047393117302,262.7621761645434,186.12557253095912,1.3152979858861287,1.0425706643060895,1.362923430916438
R1067v2TS389_1,81.11,64.14,0.0,0.0,590.4770015097688,0.0,205.1807904054793,4.394997769030737,-0.13456817025896683,1.5158887153670253
R1067v2TS389_2,79.64,62.33,0.0,0.0,327.1638697533722,0.0,146.23991104581984,2.3781329638433415,-0.13456817025896683,1.0427422818605507
R1067v2TS389_3,79.19,61.2,0.0,0.0,376.87624366610675,0.0,106.78676429250375,2.758908266078053,-0.13456817025896683,0.7260331339866006
R1067v2TS389_4,81.56,66.52,0.0,0.0,701.8057522976682,0.0,204.66145899152502,5.24772789218054,-0.13456817025896683,1.5117197954426895
R1067v2TS389_5,79.19,63.46,0.0,0.0,500.34918216279897,0.0,174.09049343416592,3.704657619275652,-0.13456817025896683,1.2663121347586583
R1067v2TS394_1,89.14,77.72,0.7105868950692178,0.8037815804569385,1033.305542483709,2483.2687338587143,961.8968514579816,7.786873035810428,10.99013823138003,7.590407951486674
R1067v2TS394_2,88.01,76.13,0.5120220371139242,0.5936022863223515,917.5882478185606,2190.252199498108,857.0052872863951,6.900528562958413,9.677463984270949,6.748393546003118
R1067v2TS394_3,82.81,66.17,0.0,0.0,263.6734337639513,654.845644536422,252.17729658781064,1.8918236599399851,2.799051310601548,1.8931519922134519
R1067v2TS394_4,83.94,68.67,0.0,0.0,345.0575738723359,841.9024942724291,329.81330745548513,2.515191005085897,3.6370405726396604,2.5163731258779616
R1067v2TS394_5,87.9,73.53,0.4926927146580992,0.2499128745299465,501.88499890235965,1178.476484760374,475.0928167355441,3.716421311836581,5.144846302866945,3.6826007496293114
R1067v2TS403_1,87.22,73.42,0.3732023576584519,0.2353721686464217,543.6878281561816,771.0585712633996,521.776929062652,4.03661291989239,3.319669426669838,4.0573562926235445
R1067v2TS403_2,85.63,71.04,0.09380578761516098,0.0,366.51314330799636,528.3247473405438,351.29529414247264,2.6795313954849287,2.2322548878926005,2.6888192362177787
R1067v2TS403_3,69.12,50.79,0.0,0.0,40.6339967858452,94.89931444489886,38.74212983473156,0.18343795350236353,0.2905678597331799,0.17980653433763552
R1067v2TS403_4,69.46,51.36,0.0,0.0,60.26720736241387,155.1841258169163,55.97486680738696,0.3338198625267407,0.5606356207643299,0.31814189897333156
R1067v2TS403_5,72.74,56.33,0.0,0.0,74.92186451634316,158.20301000805307,70.97141608905696,0.44606820368882044,0.5741598116136868,0.43852632290139754
R1067v2TS423_1,77.04,60.18,0.0,0.0,115.09566804063925,293.06834993468624,106.46374044681475,0.7537821785984588,1.1783382035792165,0.7234400681520604
R1067v2TS434_1,87.1,73.08,0.3521158240702782,0.19042816864279904,359.16782579343396,359.1067697407281,359.69971738490017,2.6232694374153516,1.474181348363963,2.756285533396153
R1067v2TS470_1,87.56,73.87,0.4329475361582755,0.29485687453356924,544.5656248696263,928.7905663371724,533.2790897568183,4.043336463399872,4.026287325657297,4.149689599645562
R1067v2TS473_1,89.59,79.07,0.7896613960248665,0.9822356981183792,1184.342077439463,1236.1373367328354,1171.559574849204,8.943747626977931,5.403159082436816,9.273470214716275
R1067v2TS473_2,89.82,79.64,0.8300772520688626,1.0575829922420998,1060.5463008847526,1418.269851821374,1037.541534768795,7.99552547376216,6.219087994570156,8.197643753040294
R1067v2TS473_3,89.71,79.19,0.8107479296130377,0.9980982863549523,1102.1001975244233,1102.6543729805064,1095.6571366998967,8.313810365563462,4.80517354783951,8.664165292649397
R1067v2TS473_4,87.33,75.11,0.3925316801142769,0.4587702863114851,630.146514409594,937.2451600119105,617.8676952256563,4.698849095673284,4.0641627561712,4.828722512416448
R1067v2TS473_5,89.59,79.08,0.7896613960248665,0.9835575804714276,1206.1958922314823,1221.6672864611985,1189.2226090686731,9.11113840471508,5.338335223990058,9.415259779728508
R1067x1TS003_1,53.39,43.21,0.0,0.4042108458397004,9.836749110641364,10.107841695587222,10.537403633220336,-0.05245565544313488,-0.08928641332123767,-0.04660619915485552
R1067x1TS013_1,61.99,44.91,0.6575182632024449,0.7038861744303142,15.506343547394327,51.02046007535068,15.438747852166514,-0.009029012028509526,0.09399655617434775,-0.00726078113977962
R1067x1TS013_2,56.34,38.01,0.0,0.0,5.548876656046022,14.739206309744286,6.138237217469237,-0.08529890555041231,-0.06853852934519403,-0.08192039742653394
R1067x1TS013_3,58.94,41.85,0.09036204283587156,0.1644705829672088,20.329186774296797,35.18224407869388,20.921991318725148,0.027911883020640262,0.023043501240675116,0.03675581851797078
R1067x1TS013_4,59.28,41.41,0.15358601494230978,0.08690755674375474,14.168978937851904,27.045720307987022,14.47544132418155,-0.019272647029534382,-0.013407019335250743,-0.014993700177318466
R1067x1TS013_5,56.79,40.05,0.0,0.0,14.431710572681741,22.643037176997705,14.658327555813987,-0.017260236239525342,-0.03313044134910497,-0.01352558553134745
R1067x1TS018_1,62.1,44.91,0.6779730777074686,0.7038861744303142,0.15942756785207912,6.314999266921615,2.4910463713157016,-0.12657975665275617,-0.10627783187826967,-0.11119813063857158
R1067x1TS018_2,62.22,45.02,0.7002874208038579,0.7232769309861787,3.29218281030026,12.214161483208255,3.54685952240727,-0.10258420523602911,-0.07985038696381817,-0.10272261699989799
R1067x1TS018_3,62.33,45.7,0.7207422353088817,0.8431470624224245,3.9387058973019586,17.43083150711867,4.560094586754372,-0.09763211776808932,-0.05648041430682893,-0.09458889788664614
R1067x1TS018_4,62.33,45.36,0.7207422353088817,0.783211996704301,5.450595462710596,9.103835755465507,5.808235959505352,-0.08605169702164597,-0.09378422346843018,-0.08456947426343513
R1067x1TS018_5,61.77,44.23,0.6166086341923972,0.5840160429940684,7.77114897322591,11.030294998033451,7.841794025042716,-0.06827725989922283,-0.08515394790619152,-0.06824513780136562
R1067x1TS071_1,57.69,39.59,0.0,0.0,15.973751768107292,25.699017821455737,15.934993620989943,-0.0054488670364117656,-0.01944006343102122,-0.003277180653795287
R1067x1TS071_2,55.66,37.22,0.0,0.0,9.303983565966888,26.69059124357703,11.207356058736721,-0.056536409294274094,-0.01499794927464195,-0.04122817283092113
R1067x1TS071_3,49.77,31.45,0.0,0.0,0.959260202014236,18.31678473958275,0.0,-0.1204533843023852,-0.0525114642442109,-0.13119494302230317
R1067x1TS071_4,50.23,32.58,0.0,0.0,0.09941286241647251,18.34396323148506,0.5576724679402361,-0.12703944336256578,-0.05238970829459095,-0.12671824124694303
R1067x1TS071_5,48.98,31.34,0.0,0.0,3.929258420177038,18.65788886386257,4.478263542979064,-0.09770448136037947,-0.050983364130332096,-0.09524579454195628
R1067x1TS075_1,62.22,45.48,0.7002874208038579,0.8043655493106968,1.5046393133028753,1.6809944803692192,2.305246300863316,-0.11627601598161319,-0.127037543467792,-0.11268963605272334
R1067x1TS075_2,62.44,45.7,0.7411970498139056,0.8431470624224245,1.4223000127180123,1.2753987495536707,1.9136592895436726,-0.11690669944326064,-0.1288545572132475,-0.1158330909829217
R1067x1TS075_3,62.44,45.93,0.7411970498139056,0.8836913715846836,3.602561997105483,3.6416590763558174,0.0,-0.10020683478756523,-0.1182540325714316,-0.13119494302230317
R1067x1TS075_4,62.56,45.81,0.7635113929102961,0.8625378189782877,1.360238490474699,1.3837742575717416,4.145613106250335,-0.1173820638853375,-0.12836904966773266,-0.0979161375950715
